Timeseries,WaterLevel,Capacity,Precipitation,Culvert,Overflow,Interval,Outflow,Discharge,Evapotranspiration,Temperature
2019-11-22,121.07,10.61,0,0.16,0.0,86400.0,0.16,0.0442592592592617,3.0,25.325000000000003
2019-11-23,121.07,10.61,0,0.05,0.0,86400.0,0.05,0.05,2.1,25.354166666666668
2019-11-24,121.07,10.61,0,0.05,0.0,86400.0,0.05,0.05,2.0,26.429166666666664
2019-11-25,121.06,10.59,0,0.22,0.0,86400.0,0.22,0.0,2.4,26.529166666666665
2019-11-26,121.05,10.58,0,0.22,0.0,86400.0,0.22,0.1042592592592617,2.4,26.40416666666667
2019-11-27,121.04,10.57,0,0.22,0.0,86400.0,0.22,0.1042592592592617,2.6,26.8
2019-11-28,121.03,10.55,0,0.22,0.0,86400.0,0.22,0.0,2.5,26.433333333333326
2019-11-29,121.02,10.54,0,0.22,0.0,86400.0,0.22,0.1042592592592411,2.5,26.358333333333324
2019-11-30,121.01,10.52,0,0.22,0.0,86400.0,0.22,0.0,2.6,26.2875
2019-12-01,121.0,10.51,0,0.11,0.0,86400.0,0.11,0.0,2.8,25.529166666666665
2019-12-02,121.0,10.51,0,0.11,0.0,86400.0,0.11,0.11,3.0,24.73333333333333
2019-12-03,121.0,10.51,0,0.05,0.0,86400.0,0.05,0.05,3.4,23.662500000000005
2019-12-04,121.0,10.51,0,0.05,0.0,86400.0,0.05,0.05,3.4,22.84583333333333
2019-12-05,121.0,10.51,0,0.27,0.0,86400.0,0.27,0.27,3.3,22.820833333333336
2019-12-06,120.99,10.49,0,0.27,0.0,86400.0,0.27,0.0385185185185234,4.2,23.23333333333333
2019-12-07,120.98,10.46,0,0.27,0.0,86400.0,0.27,0.0,3.7,22.60416666666666
2019-12-08,120.97,10.44,0,0.11,0.0,86400.0,0.11,0.0,4.1,23.00833333333333
2019-12-09,120.97,10.44,0,0.11,0.0,86400.0,0.11,0.11,3.7,23.60833333333333
2019-12-10,120.96,10.42,0,0.11,0.0,86400.0,0.11,0.0,3.0,23.816666666666663
2019-12-11,120.96,10.42,0,0.11,0.0,86400.0,0.11,0.11,2.7,23.8875
2019-12-12,120.95,10.4,0,0.11,0.0,86400.0,0.11,0.0,2.7,24.316666666666663
2019-12-13,120.95,10.4,0,0.11,0.0,86400.0,0.11,0.11,2.4,24.79583333333333
2019-12-14,120.94,10.37,0,0.11,0.0,86400.0,0.11,0.0,3.2,25.562500000000004
2019-12-15,120.97,10.44,0,0.11,0.0,86400.0,0.11,0.9201851851851884,3.0,25.558333333333334
2019-12-16,120.93,10.35,0,0.11,0.0,86400.0,0.11,0.0,2.9,25.89583333333333
2019-12-17,120.93,10.35,0,0.11,0.0,86400.0,0.11,0.11,2.5,25.65
2019-12-18,120.92,10.33,0,0.22,0.0,86400.0,0.22,0.0,3.0,26.225
2019-12-19,120.91,10.3,0,0.22,0.0,86400.0,0.22,0.0,2.9,26.73333333333333
2019-12-20,120.9,10.28,0,0.22,0.0,86400.0,0.22,0.0,3.0,26.13333333333333
2019-12-21,120.89,10.26,0,0.22,0.0,86400.0,0.22,0.0,3.2,25.89583333333333
2019-12-22,120.87,10.21,0,0.38,0.0,86400.0,0.38,0.0,2.7,25.875000000000004
2019-12-23,120.85,10.17,0,0.27,0.0,86400.0,0.27,0.0,3.0,25.629166666666663
2019-12-24,120.83,10.13,0,0.27,0.0,86400.0,0.27,0.0,2.8,25.58333333333333
2019-12-25,120.81,10.08,0,0.27,0.0,86400.0,0.27,0.0,2.8,25.099999999999994
2019-12-26,120.79,10.04,0,0.43,0.0,86400.0,0.43,0.0,2.1,24.879166666666663
2019-12-27,120.75,9.95,0,0.59,0.0,86400.0,0.59,0.0,2.7,24.370833333333334
2019-12-28,120.71,9.85,0,0.58,0.0,86400.0,0.58,0.0,2.4,23.345833333333328
2019-12-29,120.6,9.61,0,0.68,0.0,86400.0,0.68,0.0,2.5,24.829166666666666
2019-12-30,120.61,9.63,0,0.68,0.0,86400.0,0.68,0.9114814814814972,2.8,26.54583333333333
2019-12-31,120.56,9.52,0,0.68,0.0,86400.0,0.68,0.0,3.5,26.879166666666663
