Timeseries,Q_obs,NuiLe,GiaUi_Local,Junction1,Junction2,Reach1,Sink1
2019-01-26,0.0,4.4664755203374904e-05,2.345254057564607e-05,4.4664755203374904e-05,6.811954179496979e-05,4.466700121932372e-05,6.811954179496979e-05
2019-01-27,0.0,4.421810765134115e-05,2.321801516988961e-05,4.421810765134115e-05,6.74664761617097e-05,4.4248460991820096e-05,6.74664761617097e-05
2019-01-28,0.0,4.377592657482774e-05,2.2985835018190715e-05,4.377592657482774e-05,6.67670233593532e-05,4.3781188341162476e-05,6.67670233593532e-05
2019-01-29,0.0,4.333816730907947e-05,2.2755976668008808e-05,4.333816730907947e-05,6.612119641288322e-05,4.336521974487441e-05,6.612119641288322e-05
2019-01-30,0.0,4.290478563598868e-05,2.2528416901328718e-05,4.290478563598868e-05,6.544073608631309e-05,4.291231918498437e-05,6.544073608631309e-05
2019-01-31,0.0,4.247573777962879e-05,2.230313273231543e-05,4.247573777962879e-05,6.480329043339143e-05,4.2500157701076e-05,6.480329043339143e-05
2019-02-01,0.0,4.20509804018325e-05,2.2080101404992275e-05,4.20509804018325e-05,6.414031082711497e-05,4.2060209422122703e-05,6.414031082711497e-05
2019-02-02,0.0,4.1630470597814175e-05,2.1859300390942354e-05,4.1630470597814175e-05,6.351207879216557e-05,4.165277840122321e-05,6.351207879216557e-05
2019-02-03,0.5,4.121416589183604e-05,2.1640707387032932e-05,4.121416589183604e-05,6.286535161956363e-05,4.12246442325307e-05,6.286535161956363e-05
2019-02-04,0.0,4.0802024232917674e-05,2.1424300313162603e-05,4.0802024232917674e-05,6.224692568027505e-05,4.0822625367112454e-05,6.224692568027505e-05
2019-02-05,0.0,4.03940039905885e-05,2.1210057310030977e-05,4.03940039905885e-05,6.161544385562527e-05,4.04053865455943e-05,6.161544385562527e-05
2019-02-06,0.0,3.999006395068261e-05,2.0997956736930666e-05,3.999006395068261e-05,6.1007231315715735e-05,4.000927457878507e-05,6.1007231315715735e-05
2019-02-07,0.0,3.9590163311175786e-05,2.0787977169561358e-05,3.9590163311175786e-05,6.039016058044568e-05,3.960218341088432e-05,6.039016058044568e-05
2019-02-08,0.0,3.919426167806403e-05,2.0580097397865746e-05,3.919426167806403e-05,5.9792426002734756e-05,3.921232860486901e-05,5.9792426002734756e-05
2019-02-09,0.0,3.880231906128339e-05,2.0374296423887086e-05,3.880231906128339e-05,5.9189067341224765e-05,3.881477091733768e-05,5.9189067341224765e-05
2019-02-10,0.0,3.8414295870670556e-05,2.0170553459648217e-05,3.8414295870670556e-05,5.860196547678609e-05,3.843141201713787e-05,5.860196547678609e-05
